EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeId_Original,Attrition_Original
15,-0.6438213276703517,0.0,2,-0.47403786973262646,1,0.3759875258511608,3,3,0.0,4,0,-1.2130622790296266,0.3730283662744333,2,0,4,1,-0.14797199852306173,0.44028819245417694,0,Y,1,-1.1419416830221472,3,3,0.0,2,-0.17306627019571416,2,1,0.46734230811906136,0.7788644996804192,2.2391607331921244,0.24725962362627496,15,0.0
16,0.10038668742667133,0.0,0,-0.5793564685645538,1,-0.3705776333928706,3,3,0.0,2,0,0.657453421737723,-2.466281069109382,2,6,4,0,-0.2619286742872538,0.20578717881319558,7,Y,1,-0.8671692698683078,3,4,0.0,3,0.7308327404315486,3,3,1.260044772231233,1.9071049797925308,-0.3712322761589927,1.3772841670241103,16,0.0
17,0.20670211815481748,0.0,2,-0.9834859757103217,1,-0.8682877395555583,4,5,0.0,4,0,0.7066775191263375,-1.0466263514174743,2,0,3,2,-0.4300472681903204,0.9525848984047227,1,Y,0,-1.1419416830221472,3,1,0.0,0,1.1182180307003755,4,3,2.2509228523714473,0.7788644996804192,2.2391607331921244,1.659790302873569,17,0.0
18,1.8014335790770097,0.0,2,0.02806242702423666,1,-0.4950051599335425,2,3,0.0,1,1,1.0020221034580243,0.3730283662744333,5,5,1,1,2.372913238373646,-0.817386735426631,4,Y,0,-1.1419416830221472,3,3,0.0,1,1.6347317510588113,4,2,-0.523535772021153,-0.6314361004597204,-0.3712322761589927,-0.6002587839221015,18,0.0
20,1.269856425436279,0.0,2,0.7065101450810712,1,-0.6194326864742145,2,3,0.0,1,1,0.9527980060694098,-1.0466263514174743,5,3,3,1,2.372913238373646,-0.30423833087932617,2,Y,0,-0.5923968567144685,3,3,0.0,1,1.5056033209692024,2,4,-1.1180626201052817,-1.1955563405157763,-0.7728312006745491,-1.165271055621019,20,0.0
21,-1.3880293427673749,0.0,2,-0.2903426392118229,1,1.7446903177985518,3,3,0.0,2,1,1.1496943956238677,1.792683083966341,1,6,4,1,-0.8260792136217712,1.0451361459192021,1,Y,1,-1.1419416830221472,3,2,0.0,2,-0.6895799905541501,3,3,-0.12718453996506726,0.2147442596243633,-0.3712322761589927,-0.03524651222318386,21,0.0
22,0.3130175488829636,0.0,2,-1.243108568179724,1,-0.3705776333928706,3,1,0.0,2,0,0.46055703218326516,0.3730283662744333,4,4,3,2,1.4513211202816263,0.8654277420030505,7,Y,0,-0.04285203040678988,3,3,0.0,0,1.3764748908795934,3,3,2.2509228523714473,0.4968043796523912,1.2351634219032332,2.5073087104219454,22,0.0
23,0.41933297961110977,0.0,0,-1.3288330090894325,2,0.127132472769817,2,1,0.0,4,1,-0.4747008182004096,0.3730283662744333,2,7,4,2,-0.06672912131474991,-0.11885193631811454,7,Y,0,-0.3176244435606292,3,4,0.0,0,0.6017043103419396,3,3,1.4582203882592757,-0.34937598043169255,-0.3712322761589927,1.659790302873569,23,0.0
24,-0.5375058969422056,0.0,2,-0.5426174224603931,2,-0.1217225803115268,2,5,0.0,3,0,-0.03168394170287946,-1.0466263514174743,2,7,2,1,-0.2838100892153591,1.4701337457019492,1,Y,1,-1.1419416830221472,3,4,0.0,0,0.21431902007311274,2,3,1.260044772231233,2.189165099820559,2.2391607331921244,1.3772841670241103,24,0.0
25,-1.3880293427673749,1.0,2,0.00846826910201761,1,-0.9927152660962302,3,3,0.0,2,1,-0.22858033125733732,0.3730283662744333,1,6,4,1,-0.9196710081657464,-1.5965490016950006,2,Y,1,0.23192038274704943,3,1,0.0,1,-0.6895799905541501,2,2,-0.9198870040772388,-1.1955563405157763,0.03036664835656384,-1.165271055621019,25,0.0
28,0.20670211815481748,0.0,2,-0.9736888967492122,1,0.5004150523918327,4,3,0.0,3,0,1.3958148825669399,-1.0466263514174743,4,3,2,0,2.2932139758322925,0.4353199506397494,6,Y,1,-0.5923968567144685,3,4,0.0,2,1.2473464607899845,4,3,2.2509228523714473,1.342984739736475,2.2391607331921244,-0.6002587839221015,28,0.0
29,2.3330107327177405,0.0,2,0.020714617803404514,0,-0.3705776333928706,2,3,0.0,2,1,-0.6715972077548675,0.3730283662744333,1,1,3,1,-0.9253038476521894,1.6167678541106256,8,Y,0,0.5066927959008888,3,4,0.0,0,-0.560451560464541,2,2,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.6002587839221015,29,0.0
31,-0.11224417402962099,0.0,2,1.5074213501517748,1,0.6248425789325046,1,1,0.0,3,1,0.11598835046296392,0.3730283662744333,2,0,4,1,0.010397450115007466,-1.3408974729011705,0,Y,1,0.5066927959008888,3,1,0.0,1,0.7308327404315486,2,2,1.8545716203153617,1.060924619708447,0.8335644973876768,1.942296438723028,31,0.0
32,-0.7501367583984979,0.0,2,0.10643905871311285,1,-0.2461501068521987,4,1,0.0,3,1,-0.8192694999207109,0.3730283662744333,2,2,3,0,-0.6601270964442596,-0.4199273902724253,1,Y,0,-0.5923968567144685,3,1,0.0,3,-0.17306627019571416,4,2,0.6655179241471043,0.7788644996804192,2.2391607331921244,1.3772841670241103,32,0.0
33,0.10038668742667133,0.0,2,-0.9222542322033872,0,-0.9927152660962302,3,0,0.0,3,1,-1.4099586685840844,1.792683083966341,1,1,3,1,-0.8002981405876669,-1.1729708995735186,1,Y,0,-0.5923968567144685,3,4,0.0,1,-0.560451560464541,2,4,0.07099107606297561,0.4968043796523912,1.2351634219032332,-1.165271055621019,33,0.0
34,-0.9627676198547902,1.0,1,1.6813195017114688,2,-0.9927152660962302,3,5,0.0,1,1,1.297366687789711,0.3730283662744333,1,8,3,1,-0.7862160418715596,0.21004567179699066,3,Y,0,-0.04285203040678988,3,4,0.0,1,-0.818708420643759,3,4,-0.7217113880491959,-0.6314361004597204,-0.3712322761589927,-0.6002587839221015,34,0.0
35,-0.6438213276703517,0.0,2,-1.512528239610236,1,-0.8682877395555583,4,1,0.0,3,1,-1.6560791555271568,0.3730283662744333,1,6,4,0,-0.8325786437984362,-0.9255524572150255,0,Y,1,0.781465209054728,3,2,0.0,1,-1.076965280822977,2,1,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.6002587839221015,35,0.0
36,-0.11224417402962099,0.0,0,0.08684490079089381,2,-0.9927152660962302,5,3,0.0,4,0,-1.0161658894751686,0.3730283662744333,2,7,4,2,0.024912844176225846,0.1431873319514082,4,Y,0,-0.04285203040678988,3,2,0.0,0,-0.560451560464541,6,3,-1.1180626201052817,-1.1955563405157763,-0.7728312006745491,-1.165271055621019,36,0.0
37,-0.5375058969422056,0.0,2,-0.9369498506450515,1,-0.9927152660962302,3,3,0.0,1,1,-1.6068550581385423,0.3730283662744333,2,4,4,1,-0.08146116304852379,-0.4812496892390742,1,Y,1,1.8805548616700853,4,2,0.0,1,-0.30219470028532314,3,3,0.46734230811906136,1.060924619708447,2.038361270934346,1.0947780311746513,37,0.0
39,-0.9627676198547902,0.0,0,-1.6888756609102076,2,-0.6194326864742145,3,3,0.0,2,1,-1.1146140842523977,0.3730283662744333,2,7,3,1,-0.5019742954787458,-0.7671365182178493,1,Y,0,-0.04285203040678988,3,2,0.0,0,-0.818708420643759,3,4,-0.32536015599311013,-0.0673158604036646,-0.7728312006745491,-0.03524651222318386,39,0.0
40,-0.6438213276703517,1.0,2,-1.3729198644144254,2,-0.3705776333928706,4,1,0.0,2,1,0.5097811295718796,-2.466281069109382,2,7,3,1,-0.07929468632296881,0.9186589043004888,4,Y,1,0.781465209054728,3,2,0.0,0,0.08519058998350376,3,2,0.07099107606297561,0.7788644996804192,2.038361270934346,0.8122718953251926,40,0.0
41,1.3761718561644252,0.0,2,-1.2088187918158408,2,-0.1217225803115268,4,2,0.0,4,1,-0.5731490129776385,0.3730283662744333,1,8,2,1,-0.5769343901829482,-0.608152780156167,7,Y,0,-0.04285203040678988,3,4,0.0,1,-0.947836850733368,2,3,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.6002587839221015,41,0.0
42,0.20670211815481748,0.0,2,0.7897853162505022,1,-0.9927152660962302,3,3,0.0,3,1,-0.8684935973093253,1.792683083966341,3,0,4,0,0.6661899549405006,-0.47202295444085157,0,Y,0,0.5066927959008888,3,1,0.0,3,0.9890896006107666,5,2,2.2509228523714473,1.6250448597645029,0.43196557287212034,0.8122718953251926,42,0.0
43,-0.21855960475776715,0.0,2,-0.0013288098590919146,1,0.8736976320138484,3,3,0.0,1,1,0.9035739086807953,1.792683083966341,1,2,2,1,-0.8908568677158651,0.31395290060159015,0,Y,0,-0.5923968567144685,3,3,0.0,1,-0.6895799905541501,5,3,-0.32536015599311013,-0.0673158604036646,-0.7728312006745491,-0.3177526480726427,43,0.0
44,-0.5375058969422056,0.0,1,-1.0545147981783658,2,-0.4950051599335425,2,1,0.0,2,1,-0.8684935973093253,0.3730283662744333,2,7,2,1,-0.0030347055834334244,-0.7631619247663072,1,Y,0,-0.3176244435606292,3,4,0.0,1,-0.17306627019571416,3,3,0.6655179241471043,1.060924619708447,1.2351634219032332,-0.3177526480726427,44,0.0
45,-1.1753984813110825,1.0,2,1.2747407248254237,1,1.495835264717208,3,3,0.0,1,1,-1.4099586685840844,0.3730283662744333,1,2,3,0,-0.9014726036710846,0.724755523771687,1,Y,0,1.3310100353624066,4,3,0.0,1,-1.335222141002195,0,2,-1.1180626201052817,-0.9134962204877484,-0.7728312006745491,-1.165271055621019,45,0.0
46,-0.7501367583984979,0.0,2,-1.2773983445436075,1,-0.8682877395555583,3,1,0.0,3,1,1.6419353695100123,-1.0466263514174743,2,0,4,1,-0.5169229848850753,0.22182750238549032,1,Y,0,1.0562376222085674,3,1,0.0,3,-0.04393784010610521,3,3,0.8636935401751471,1.6250448597645029,2.2391607331921244,1.0947780311746513,46,0.0
49,0.10038668742667133,0.0,1,-1.4537457658435788,1,1.7446903177985518,3,1,0.0,4,1,-1.0653899868637833,-1.0466263514174743,3,4,3,2,0.6473416074281723,-0.7779247004434634,0,Y,0,1.605782448516246,4,2,0.0,0,-0.17306627019571416,2,3,0.46734230811906136,0.7788644996804192,-0.3712322761589927,1.0947780311746513,49,0.0
50,-1.7069756349518133,0.0,2,1.3065812314490297,2,1.62026279125788,1,5,0.0,3,1,-0.8192694999207109,0.3730283662744333,1,8,3,2,-0.6696595940367015,1.4445827877991788,1,Y,0,-1.1419416830221472,3,3,0.0,0,-1.076965280822977,2,3,-0.7217113880491959,-0.6314361004597204,-0.3712322761589927,-0.6002587839221015,50,0.0
51,-0.21855960475776715,0.0,2,0.3440182235200188,1,-0.2461501068521987,3,4,0.0,3,1,-0.3270285260345662,0.3730283662744333,3,4,3,2,0.7979117398542436,0.65321284164393,3,Y,0,1.605782448516246,4,2,0.0,0,0.7308327404315486,3,4,0.2691666920910185,0.2147442596243633,-0.3712322761589927,0.5297657594757338,51,0.0
54,-1.1753984813110825,0.0,1,1.6396819161267535,1,-0.9927152660962302,3,1,0.0,3,0,0.9035739086807953,0.3730283662744333,2,4,2,0,-0.0305489599979817,1.774332094511043,1,Y,0,1.3310100353624066,4,1,0.0,1,-0.6895799905541501,6,1,-0.12718453996506726,0.2147442596243633,-0.3712322761589927,-0.03524651222318386,54,0.0
55,-0.6438213276703517,1.0,1,-0.7018199555784229,1,-0.8682877395555583,3,1,0.0,2,1,1.3958148825669399,0.3730283662744333,1,2,4,1,-0.6100814840839395,0.9672057243157525,6,Y,1,-0.5923968567144685,3,3,0.0,1,-0.560451560464541,2,1,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.6002587839221015,55,0.0
57,-0.5375058969422056,0.0,2,0.6183364344310855,1,-0.8682877395555583,3,3,0.0,3,0,0.46055703218326516,0.3730283662744333,1,2,2,1,-0.902989137378973,-1.4636840206005948,1,Y,0,-0.5923968567144685,3,3,0.0,1,-0.4313231303749321,4,3,0.2691666920910185,-1.1955563405157763,-0.7728312006745491,0.8122718953251926,57,0.0
58,-0.5375058969422056,0.0,2,0.2925835589741938,2,0.127132472769817,3,2,0.0,4,1,-0.5239249155890241,0.3730283662744333,2,7,4,2,-0.24741328022603543,1.0554984788464368,1,Y,0,-0.8671692698683078,3,4,0.0,0,-0.17306627019571416,2,2,0.6655179241471043,0.7788644996804192,-0.7728312006745491,1.0947780311746513,58,0.0
59,-0.3248750354859133,0.0,2,1.2086104418379344,1,-0.8682877395555583,4,1,0.0,4,1,-0.17935623386872285,-1.0466263514174743,1,6,3,0,-0.8167633637018847,-0.8305880636763957,3,Y,0,-0.8671692698683078,3,3,0.0,1,0.3434474501627217,3,3,0.07099107606297561,-0.34937598043169255,1.2351634219032332,0.8122718953251926,59,0.0
60,-0.43119046621405943,0.0,1,-0.6283418633701014,1,-0.4950051599335425,4,1,0.0,4,0,0.4113329347946507,0.3730283662744333,3,3,2,1,1.156896933278704,1.2912770403825566,6,Y,0,-1.1419416830221472,3,2,0.0,2,0.08519058998350376,2,3,0.6655179241471043,0.4968043796523912,2.2391607331921244,1.0947780311746513,60,0.0
61,1.0572255639799868,0.0,2,0.4248441249491724,1,-0.8682877395555583,2,3,0.0,1,0,-0.03168394170287946,0.3730283662744333,2,4,4,0,-0.31804042147912787,-0.9763704734883133,5,Y,0,-0.5923968567144685,3,3,0.0,3,1.1182180307003755,2,3,-0.32536015599311013,-1.1955563405157763,-0.7728312006745491,-0.03524651222318386,61,0.0
63,-0.7501367583984979,0.0,2,0.2729894010519748,1,-0.9927152660962302,3,1,0.0,4,1,-1.36073457119547,-2.466281069109382,1,2,3,1,-0.5860335924302792,1.43478825393645,3,Y,0,1.605782448516246,4,3,0.0,2,-0.560451560464541,2,3,-0.9198870040772388,-0.6314361004597204,-0.7728312006745491,-0.6002587839221015,63,0.0
64,2.2266953019895945,0.0,2,0.8216258228741081,1,0.002704946229145109,3,3,0.0,2,0,0.46055703218326516,-1.0466263514174743,1,6,2,1,-0.6915410089648067,-0.33986772217707817,4,Y,1,1.3310100353624066,4,2,0.0,1,-0.30219470028532314,3,2,-1.1180626201052817,-1.1955563405157763,-0.7728312006745491,-1.165271055621019,64,0.0
65,-0.0059287433014748306,1.0,2,-0.45199444207013006,2,-0.9927152660962302,4,1,0.0,1,1,-0.9669417920865543,-1.0466263514174743,3,7,3,1,0.8819710368057768,0.09293711474262648,5,Y,0,-1.1419416830221472,3,3,0.0,0,0.7308327404315486,2,1,1.4582203882592757,-0.9134962204877484,2.2391607331921244,0.8122718953251926,65,0.0
68,0.10038668742667133,0.0,2,1.3972042118392927,1,0.002704946229145109,2,1,0.0,3,0,0.46055703218326516,0.3730283662744333,1,2,4,2,-0.9207542465285239,-1.1282567232436704,1,Y,0,-0.8671692698683078,3,3,0.0,0,-1.206093710912586,3,3,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.8827649197715604,68,0.0
69,0.6319638410674021,1.0,2,1.3776100539170737,2,0.002704946229145109,3,2,0.0,1,0,0.9527980060694098,-2.466281069109382,2,7,3,2,-0.2582456638538103,-0.678275964622659,8,Y,0,-0.5923968567144685,3,2,0.0,0,-0.560451560464541,2,2,-0.523535772021153,-0.34937598043169255,-0.3712322761589927,-0.3177526480726427,69,0.0
71,1.5888027176207173,0.0,1,-1.1941231733741766,1,2.366827950501911,2,3,0.0,4,0,-0.3270285260345662,1.792683083966341,4,4,3,1,1.4534875970071812,-0.6439241212200455,2,Y,1,-1.1419416830221472,3,2,0.0,1,1.6347317510588113,3,2,-0.32536015599311013,-0.34937598043169255,-0.7728312006745491,-0.6002587839221015,71,0.0
73,0.7382792717955482,0.0,2,1.6617253437892499,2,-0.9927152660962302,5,2,0.0,2,0,0.46055703218326516,0.3730283662744333,2,7,1,0,-0.23484771521781653,-1.4561606829958902,5,Y,1,1.605782448516246,4,3,0.0,1,-0.30219470028532314,2,2,-0.523535772021153,-0.34937598043169255,-0.3712322761589927,-0.3177526480726427,73,0.0
74,2.3330107327177405,0.0,2,-1.6349917266241052,1,-0.7438602130148864,3,1,0.0,3,1,0.21443654524019284,-1.0466263514174743,1,6,4,1,-0.9448021381821843,-0.8249100730313356,3,Y,0,0.5066927959008888,3,1,0.0,1,-0.560451560464541,6,3,-1.1180626201052817,-1.1955563405157763,-0.7728312006745491,-1.165271055621019,74,0.0
77,0.5256484103392559,0.0,0,0.2852357497533617,1,1.495835264717208,2,3,0.0,3,0,-1.4591827659726988,0.3730283662744333,2,4,3,0,-0.2757941253308057,0.30827490995653006,2,Y,0,0.23192038274704943,3,2,0.0,1,-0.04393784010610521,5,3,-0.32536015599311013,-0.34937598043169255,-0.7728312006745491,-0.6002587839221015,77,0.0
78,0.8445947025236944,0.0,2,-0.6087477054478825,2,-0.8682877395555583,3,4,0.0,4,1,-0.22858033125733732,0.3730283662744333,2,7,2,1,-0.37545205470633486,0.2710840712313865,0,Y,0,1.0562376222085674,3,2,0.0,1,-0.30219470028532314,3,4,0.2691666920910185,0.7788644996804192,0.43196557287212034,0.8122718953251926,78,0.0
81,-1.7069756349518133,1.0,2,1.5123198896323296,1,1.1225526850951923,1,4,0.0,4,0,-0.03168394170287946,0.3730283662744333,1,6,4,2,-0.8330119391435471,-0.7661428698549638,1,Y,0,1.0562376222085674,3,1,0.0,0,-1.335222141002195,3,2,-1.1180626201052817,-1.1955563405157763,-0.7728312006745491,-1.165271055621019,81,0.0
82,-1.4943447734955209,0.0,2,0.18481569040198906,1,-0.6194326864742145,3,3,0.0,1,1,-0.3762526234231807,1.792683083966341,1,6,1,1,-0.8057143324015543,-0.8124184936122034,2,Y,0,0.23192038274704943,3,1,0.0,1,-0.818708420643759,3,4,-0.7217113880491959,-0.6314361004597204,-0.7728312006745491,-0.6002587839221015,82,0.0
84,1.8014335790770097,0.0,2,0.8265243623546629,2,-0.7438602130148864,3,2,0.0,4,0,-0.6715972077548675,0.3730283662744333,2,7,1,1,-0.1295569463558444,0.3894701761808892,2,Y,0,-0.3176244435606292,3,4,0.0,1,0.6017043103419396,4,3,-0.12718453996506726,-0.6314361004597204,-0.7728312006745491,0.24725962362627496,84,0.0
85,0.41933297961110977,0.0,2,-0.7361097319423062,1,-0.2461501068521987,2,5,0.0,2,0,-1.1146140842523977,1.792683083966341,1,6,3,1,-0.6850415787881419,0.652361143047171,1,Y,0,-0.5923968567144685,3,3,0.0,0,-0.17306627019571416,3,3,0.6655179241471043,0.4968043796523912,-0.7728312006745491,1.0947780311746513,85,0.0
86,0.8445947025236944,0.0,2,0.5595539606644284,1,1.3714077381765362,3,3,0.0,2,1,1.4450389799555543,-2.466281069109382,3,0,1,0,0.9343997735642074,0.794310909173673,2,Y,1,0.781465209054728,3,2,0.0,1,1.6347317510588113,2,3,0.07099107606297561,0.7788644996804192,-0.7728312006745491,0.8122718953251926,86,0.0
88,0.8445947025236944,0.0,0,0.5938437370283117,2,-0.3705776333928706,3,3,0.0,4,0,-0.42547672081179516,-1.0466263514174743,3,7,4,2,0.5041374958689879,0.36519676617325736,6,Y,0,-0.8671692698683078,3,4,0.0,0,1.5056033209692024,2,3,2.2509228523714473,0.7788644996804192,2.2391607331921244,1.0947780311746513,88,0.0
93,1.907749009805156,0.0,2,-1.710919088572704,2,-0.9927152660962302,2,1,0.0,1,1,0.21443654524019284,0.3730283662744333,3,7,4,1,0.8018113979602425,0.542917873363638,3,Y,0,-0.3176244435606292,3,4,0.0,1,1.6347317510588113,4,3,-1.1180626201052817,-1.1955563405157763,-0.3712322761589927,-1.165271055621019,93,0.0
95,-0.3248750354859133,0.0,1,0.6354813226130271,1,-0.8682877395555583,1,1,0.0,4,1,-1.0161658894751686,-1.0466263514174743,2,4,3,1,0.6518912085518377,-0.027436286932647234,1,Y,0,0.5066927959008888,3,3,0.0,0,-0.17306627019571416,2,2,0.6655179241471043,1.342984739736475,-0.3712322761589927,1.3772841670241103,95,0.0
97,2.120379871261448,0.0,2,-0.9908337849311539,1,-0.9927152660962302,2,1,0.0,2,1,1.3465907851783254,1.792683083966341,2,6,3,1,-0.35487052581356254,-1.6389919817668248,0,Y,0,2.430099687977764,4,1,0.0,1,0.21431902007311274,2,2,1.0618691562031901,1.342984739736475,0.03036664835656384,1.0947780311746513,97,0.0
99,-0.43119046621405943,0.0,2,-1.6227453779227181,1,-0.6194326864742145,4,3,0.0,3,0,-0.9177176946979397,-1.0466263514174743,1,6,2,1,-0.8483939238949875,-0.14468679375313792,6,Y,0,1.605782448516246,4,4,0.0,0,-0.560451560464541,3,3,-0.7217113880491959,-0.6314361004597204,-0.3712322761589927,-0.8827649197715604,99,0.0
100,-0.5375058969422056,0.0,0,-1.248007107660279,1,-0.9927152660962302,3,1,0.0,4,1,-0.22858033125733732,0.3730283662744333,1,2,4,0,-0.915121407042081,-0.7266808348717962,0,Y,0,-0.8671692698683078,3,2,0.0,1,-0.947836850733368,2,3,-0.7217113880491959,-1.1955563405157763,-0.7728312006745491,-0.6002587839221015,100,0.0
101,-1.7069756349518133,1.0,1,-1.3680213249338706,1,0.127132472769817,2,1,0.0,1,0,-1.0161658894751686,-1.0466263514174743,1,2,3,2,-0.8477439808773211,1.5672273857324766,1,Y,0,1.3310100353624066,4,3,0.0,0,-1.206093710912586,2,1,-0.9198870040772388,-0.6314361004597204,0.03036664835656384,-0.6002587839221015,101,0.0
102,-0.3248750354859133,1.0,1,-1.2578041866213885,2,-0.3705776333928706,2,2,0.0,4,0,-1.6068550581385423,-2.466281069109382,1,8,3,0,-0.9071054431575275,-0.2859268110490074,0,Y,0,0.23192038274704943,3,4,0.0,1,-1.076965280822977,3,2,-0.9198870040772388,-0.6314361004597204,-0.3712322761589927,-1.165271055621019,102,0.0
104,-1.0690830505829363,0.0,1,1.0592049876810141,2,1.3714077381765362,3,1,0.0,4,0,1.198918493012482,0.3730283662744333,2,7,3,2,0.745916298440924,-0.19181411610713658,1,Y,0,-0.3176244435606292,3,4,0.0,0,-0.560451560464541,2,3,0.07099107606297561,0.7788644996804192,-0.7728312006745491,0.8122718953251926,104,0.0
106,-0.11224417402962099,0.0,2,0.26319232209086524,1,-0.3705776333928706,4,1,0.0,3,1,-0.2778044286459518,-2.466281069109382,1,2,3,0,-0.8226128508608832,-1.0507521509386004,1,Y,0,-0.3176244435606292,3,3,0.0,1,-0.560451560464541,4,3,0.07099107606297561,0.7788644996804192,-0.3712322761589927,0.8122718953251926,106,0.0
107,0.41933297961110977,1.0,2,1.348218817033745,1,0.3759875258511608,3,5,0.0,2,0,-0.8192694999207109,0.3730283662744333,5,5,3,1,2.372913238373646,0.2857048971424162,1,Y,0,-0.8671692698683078,3,4,0.0,0,1.5056033209692024,0,3,2.2509228523714473,2.8943153998906284,2.2391607331921244,1.0947780311746513,107,0.0
109,-0.43119046621405943,0.0,1,1.1914655536559926,1,-0.3705776333928706,3,1,0.0,3,1,-1.7545273503043857,0.3730283662744333,2,0,4,0,0.25715914915571997,-1.2679352931121484,3,Y,0,2.1553272748239247,4,3,0.0,1,0.47257588025233066,2,1,1.260044772231233,1.9071049797925308,0.8335644973876768,0.8122718953251926,109,0.0
